timestamp,current_replicas,desired_replicas,current_cpu_percentage,target_cpu_percentage
2026-08-02T20:31:16+01:00,4,4,41,50
2026-08-02T20:31:27+01:00,4,4,41,50
2026-08-02T20:31:38+01:00,4,4,41,50
2026-08-02T20:31:49+01:00,4,4,41,50
2026-08-02T20:31:59+01:00,4,4,41,50
2026-08-02T20:32:10+01:00,4,4,41,50
2026-08-02T20:32:21+01:00,4,4,41,50
2026-08-02T20:32:32+01:00,4,4,41,50
2026-08-02T20:32:42+01:00,4,4,41,50
2026-08-02T20:32:52+01:00,4,4,41,50
2026-08-02T20:33:03+01:00,4,4,41,50
2026-08-02T20:33:13+01:00,4,4,41,50
2026-08-02T20:33:24+01:00,4,4,41,50
2026-08-02T20:33:34+01:00,4,4,41,50
2026-08-02T20:33:45+01:00,4,4,41,50
2026-08-02T20:33:56+01:00,4,4,41,50
2026-08-02T20:34:06+01:00,4,4,42,50
2026-08-02T20:34:17+01:00,4,4,42,50
2026-08-02T20:34:27+01:00,4,4,42,50
2026-08-02T20:34:38+01:00,4,4,42,50
2026-08-02T20:34:48+01:00,4,4,42,50
2026-08-02T20:34:59+01:00,4,4,42,50
2026-08-02T20:35:09+01:00,4,4,41,50
2026-08-02T20:35:20+01:00,4,4,41,50
2026-08-02T20:35:30+01:00,4,4,41,50
2026-08-02T20:35:40+01:00,4,4,41,50
2026-08-02T20:35:51+01:00,4,4,41,50
2026-08-02T20:36:02+01:00,4,4,41,50
2026-08-02T20:36:12+01:00,4,4,42,50
2026-08-02T20:36:22+01:00,4,4,42,50
2026-08-02T20:36:33+01:00,4,4,42,50
2026-08-02T20:36:44+01:00,4,4,42,50
2026-08-02T20:36:55+01:00,4,4,42,50
2026-08-02T20:37:06+01:00,4,4,43,50
2026-08-02T20:37:17+01:00,4,4,43,50
2026-08-02T20:37:28+01:00,4,4,43,50
2026-08-02T20:37:38+01:00,4,4,43,50
2026-08-02T20:37:49+01:00,4,4,43,50
2026-08-02T20:38:00+01:00,4,4,43,50
2026-08-02T20:38:10+01:00,4,4,39,50
2026-08-02T20:38:21+01:00,4,4,39,50
2026-08-02T20:38:32+01:00,4,4,39,50
2026-08-02T20:38:43+01:00,4,4,39,50
2026-08-02T20:38:54+01:00,4,4,39,50
2026-08-02T20:39:04+01:00,4,4,41,50
2026-08-02T20:39:15+01:00,4,4,41,50
2026-08-02T20:39:26+01:00,4,4,41,50
2026-08-02T20:39:37+01:00,4,4,41,50
2026-08-02T20:39:48+01:00,4,4,41,50
2026-08-02T20:39:58+01:00,4,4,41,50
2026-08-02T20:40:09+01:00,4,4,43,50
2026-08-02T20:40:20+01:00,4,4,43,50
2026-08-02T20:40:31+01:00,4,4,43,50
2026-08-02T20:40:41+01:00,4,4,43,50
2026-08-02T20:40:52+01:00,4,4,43,50
2026-08-02T20:41:03+01:00,4,4,47,50
2026-08-02T20:41:14+01:00,4,4,47,50
2026-08-02T20:41:25+01:00,4,4,47,50
2026-08-02T20:41:35+01:00,4,4,47,50
2026-08-02T20:41:46+01:00,4,4,47,50
2026-08-02T20:41:57+01:00,4,4,47,50
2026-08-02T20:42:08+01:00,4,4,52,50
2026-08-02T20:42:18+01:00,4,4,52,50
2026-08-02T20:42:29+01:00,4,4,52,50
2026-08-02T20:42:39+01:00,4,4,52,50
2026-08-02T20:42:50+01:00,4,4,52,50
2026-08-02T20:43:01+01:00,4,4,52,50
2026-08-02T20:43:11+01:00,4,5,57,50
2026-08-02T20:43:22+01:00,5,5,57,50
2026-08-02T20:43:32+01:00,5,5,57,50
2026-08-02T20:43:43+01:00,5,5,57,50
2026-08-02T20:43:54+01:00,5,5,57,50
2026-08-02T20:44:04+01:00,5,5,59,50
2026-08-02T20:44:15+01:00,5,5,59,50
2026-08-02T20:44:25+01:00,5,5,59,50
2026-08-02T20:44:36+01:00,5,5,59,50
2026-08-02T20:44:46+01:00,5,5,59,50
2026-08-02T20:44:57+01:00,5,5,59,50
2026-08-02T20:45:07+01:00,5,5,52,50
2026-08-02T20:45:18+01:00,5,5,52,50
2026-08-02T20:45:28+01:00,5,5,52,50
2026-08-02T20:45:39+01:00,5,5,52,50
2026-08-02T20:45:50+01:00,5,5,52,50
2026-08-02T20:46:00+01:00,5,5,52,50
2026-08-02T20:46:11+01:00,5,5,55,50
2026-08-02T20:46:21+01:00,5,5,55,50
2026-08-02T20:46:32+01:00,5,5,55,50
2026-08-02T20:46:42+01:00,5,6,56,50
2026-08-02T20:46:53+01:00,6,6,55,50
2026-08-02T20:47:03+01:00,6,6,55,50
2026-08-02T20:47:14+01:00,6,6,61,50
2026-08-02T20:47:24+01:00,6,6,61,50
2026-08-02T20:47:35+01:00,6,6,61,50
2026-08-02T20:47:46+01:00,6,6,61,50
2026-08-02T20:47:56+01:00,6,6,61,50
2026-08-02T20:48:07+01:00,6,6,53,50
2026-08-02T20:48:17+01:00,6,6,53,50
2026-08-02T20:48:28+01:00,6,6,53,50
2026-08-02T20:48:39+01:00,6,6,53,50
2026-08-02T20:48:49+01:00,6,6,53,50
2026-08-02T20:49:00+01:00,6,6,53,50
2026-08-02T20:49:10+01:00,6,8,60,50
2026-08-02T20:49:21+01:00,8,8,60,50
2026-08-02T20:49:31+01:00,8,8,60,50
2026-08-02T20:49:42+01:00,8,8,60,50
2026-08-02T20:49:52+01:00,8,8,60,50
2026-08-02T20:50:03+01:00,8,8,60,50
2026-08-02T20:50:14+01:00,8,8,61,50
2026-08-02T20:50:24+01:00,8,8,60,50
2026-08-02T20:50:35+01:00,8,8,60,50
2026-08-02T20:50:45+01:00,8,8,60,50
2026-08-02T20:50:56+01:00,8,8,61,50
2026-08-02T20:51:07+01:00,8,8,48,50
2026-08-02T20:51:17+01:00,8,8,48,50
2026-08-02T20:51:28+01:00,8,8,47,50
2026-08-02T20:51:39+01:00,8,8,48,50
2026-08-02T20:51:50+01:00,8,8,47,50
2026-08-02T20:52:01+01:00,8,8,47,50
2026-08-02T20:52:11+01:00,8,8,49,50
2026-08-02T20:52:22+01:00,8,8,49,50
2026-08-02T20:52:32+01:00,8,8,49,50
2026-08-02T20:52:43+01:00,8,8,49,50
2026-08-02T20:52:53+01:00,8,8,49,50
2026-08-02T20:53:04+01:00,8,8,49,50
2026-08-02T20:53:14+01:00,8,8,54,50
2026-08-02T20:53:25+01:00,8,8,54,50
2026-08-02T20:53:36+01:00,8,8,53,50
2026-08-02T20:53:46+01:00,8,8,53,50
2026-08-02T20:53:57+01:00,8,8,54,50
2026-08-02T20:54:07+01:00,8,8,54,50
2026-08-02T20:54:18+01:00,8,8,54,50
2026-08-02T20:54:29+01:00,8,8,54,50
2026-08-02T20:54:39+01:00,8,8,54,50
2026-08-02T20:54:50+01:00,8,8,54,50
2026-08-02T20:55:00+01:00,8,8,54,50
2026-08-02T20:55:11+01:00,8,9,56,50
2026-08-02T20:55:21+01:00,9,9,56,50
2026-08-02T20:55:32+01:00,9,9,56,50
2026-08-02T20:55:43+01:00,9,9,56,50
2026-08-02T20:55:53+01:00,9,9,56,50
2026-08-02T20:56:04+01:00,9,9,56,50
2026-08-02T20:56:15+01:00,9,9,60,50
2026-08-02T20:56:25+01:00,9,9,60,50
2026-08-02T20:56:36+01:00,9,9,60,50
2026-08-02T20:56:46+01:00,9,9,60,50
2026-08-02T20:56:57+01:00,9,9,60,50
2026-08-02T20:57:07+01:00,9,11,57,50
2026-08-02T20:57:18+01:00,9,11,57,50
2026-08-02T20:57:29+01:00,11,11,57,50
2026-08-02T20:57:39+01:00,11,11,57,50
2026-08-02T20:57:50+01:00,11,11,57,50
2026-08-02T20:58:00+01:00,11,11,57,50
2026-08-02T20:58:11+01:00,11,11,49,50
2026-08-02T20:58:21+01:00,11,11,49,50
2026-08-02T20:58:32+01:00,11,11,49,50
2026-08-02T20:58:43+01:00,11,11,49,50
2026-08-02T20:58:53+01:00,11,11,49,50
2026-08-02T20:59:04+01:00,11,11,49,50
2026-08-02T20:59:14+01:00,11,11,50,50
2026-08-02T20:59:25+01:00,11,11,50,50
2026-08-02T20:59:35+01:00,11,11,50,50
2026-08-02T20:59:46+01:00,11,11,50,50
2026-08-02T20:59:57+01:00,11,11,50,50
2026-08-02T21:00:07+01:00,11,11,51,50
2026-08-02T21:00:18+01:00,11,11,51,50
2026-08-02T21:00:28+01:00,11,11,51,50
2026-08-02T21:00:39+01:00,11,11,51,50
2026-08-02T21:00:50+01:00,11,11,51,50
2026-08-02T21:01:00+01:00,11,11,51,50
2026-08-02T21:01:11+01:00,11,11,53,50
2026-08-02T21:01:21+01:00,11,11,53,50
2026-08-02T21:01:32+01:00,11,11,53,50
2026-08-02T21:01:42+01:00,11,11,53,50
2026-08-02T21:01:53+01:00,11,11,53,50
2026-08-02T21:02:04+01:00,11,11,53,50
2026-08-02T21:02:14+01:00,11,13,56,50
2026-08-02T21:02:25+01:00,13,13,56,50
2026-08-02T21:02:35+01:00,13,13,56,50
2026-08-02T21:02:46+01:00,13,13,56,50
2026-08-02T21:02:57+01:00,13,13,56,50
2026-08-02T21:03:07+01:00,13,13,59,50
2026-08-02T21:03:18+01:00,13,13,59,50
2026-08-02T21:03:29+01:00,13,13,59,50
2026-08-02T21:03:39+01:00,13,13,59,50
2026-08-02T21:03:50+01:00,13,13,59,50
2026-08-02T21:04:01+01:00,13,13,59,50
2026-08-02T21:04:11+01:00,13,13,56,50
2026-08-02T21:04:22+01:00,13,13,56,50
2026-08-02T21:04:32+01:00,13,13,56,50
2026-08-02T21:04:43+01:00,13,13,56,50
2026-08-02T21:04:53+01:00,13,13,56,50
2026-08-02T21:05:04+01:00,13,13,56,50
2026-08-02T21:05:14+01:00,13,13,58,50
2026-08-02T21:05:25+01:00,13,13,58,50
2026-08-02T21:05:35+01:00,13,13,58,50
2026-08-02T21:05:46+01:00,13,13,58,50
2026-08-02T21:05:56+01:00,13,13,58,50
2026-08-02T21:06:07+01:00,13,13,58,50
2026-08-02T21:06:17+01:00,13,13,60,50
2026-08-02T21:06:28+01:00,13,13,60,50
2026-08-02T21:06:39+01:00,13,13,60,50
2026-08-02T21:06:49+01:00,13,13,60,50
2026-08-02T21:07:00+01:00,13,13,60,50
2026-08-02T21:07:10+01:00,13,13,60,50
2026-08-02T21:07:21+01:00,13,13,60,50
2026-08-02T21:07:31+01:00,13,13,60,50
2026-08-02T21:07:42+01:00,13,13,60,50
2026-08-02T21:07:52+01:00,13,13,60,50
2026-08-02T21:08:03+01:00,13,13,60,50
2026-08-02T21:08:13+01:00,13,16,64,50
2026-08-02T21:08:24+01:00,16,16,64,50
2026-08-02T21:08:34+01:00,16,16,64,50
2026-08-02T21:08:45+01:00,16,16,64,50
2026-08-02T21:08:56+01:00,16,16,64,50
2026-08-02T21:09:06+01:00,16,16,64,50
2026-08-02T21:09:17+01:00,16,16,65,50
2026-08-02T21:09:28+01:00,16,16,65,50
2026-08-02T21:09:38+01:00,16,16,66,50
2026-08-02T21:09:49+01:00,16,16,66,50
2026-08-02T21:10:00+01:00,16,16,66,50
2026-08-02T21:10:11+01:00,16,16,63,50
2026-08-02T21:10:21+01:00,16,16,63,50
2026-08-02T21:10:32+01:00,16,16,63,50
2026-08-02T21:10:43+01:00,16,16,62,50
2026-08-02T21:10:54+01:00,16,16,63,50
2026-08-02T21:11:04+01:00,16,16,63,50
2026-08-02T21:11:15+01:00,16,16,64,50
2026-08-02T21:11:26+01:00,16,16,64,50
2026-08-02T21:11:37+01:00,16,16,64,50
2026-08-02T21:11:48+01:00,16,16,64,50
2026-08-02T21:11:59+01:00,16,16,64,50
2026-08-02T21:12:09+01:00,16,16,63,50
2026-08-02T21:12:20+01:00,16,16,63,50
2026-08-02T21:12:30+01:00,16,16,63,50
2026-08-02T21:12:41+01:00,16,16,63,50
2026-08-02T21:12:51+01:00,16,16,63,50
2026-08-02T21:13:02+01:00,16,16,63,50
2026-08-02T21:13:13+01:00,16,16,64,50
2026-08-02T21:13:23+01:00,16,16,64,50
2026-08-02T21:13:34+01:00,16,16,64,50
2026-08-02T21:13:44+01:00,16,16,64,50
